"","id","realtime_start","realtime_end","title","observation_start","observation_end","frequency","frequency_short","units","units_short","seasonal_adjustment","seasonal_adjustment_short","last_updated","popularity","group_popularity","notes"
"137","M13008USM156NNBR","2023-12-17","2023-12-17","Interest Rates on Federal Land Bank Loans, Twelve Federal Land Banks for United States","1917-02-01","1944-10-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2012-08-20 08:18:07-05",8,8,"The Rate Shown For Each Month Is The Average Of The Loan Rates Of The Twelve Banks, No Weight Being Given To The Number Of Loans Closed At The Various Rates. When A Change Of Rate Occurred During A Month, The Bank'S Average Rates For That Month Was Obtained By Weighting By The Number Of Business Days It Was In Force. Source: Data For 1917-1934: Letter From The Farm Credit Administration, Washington, D.C., January 4, 1935. Data For 1935-1944: U.S. Department Of Commerce, Survey Of Current Business, 1938 Annual Supplement, P. 56, 1940, P. 56, And Successive Issues.

This NBER data series m13008 appears on the NBER website in Chapter 13 at http://www.nber.org/databases/macrohistory/contents/chapter13.html.

NBER Indicator: m13008"
"138","AAAFFM","2023-12-17","2023-12-17","Moody's Seasoned Aaa Corporate Bond Minus Federal Funds Rate","1954-07-01","2023-11-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2023-12-01 16:01:38-06",7,39,"Series is calculated as the spread between Moody's Seasoned Aaa Corporate Bond© (https://fred.stlouisfed.org/series/AAA) and Effective Federal Funds Rate (https://fred.stlouisfed.org/series/EFFRM).

©2017, Moody's Corporation, Moody's Investors Service, Inc., Moody's Analytics, Inc. and/or their licensors and affiliates (collectively, ""Moody's""). All rights reserved. Moody's ratings and other information (""Moody's Information"") are proprietary to Moody's and/or its licensors and are protected by copyright and other intellectual property laws. Moody's Information is licensed to Client by Moody's. MOODY'S INFORMATION MAY NOT BE COPIED OR OTHERWISE REPRODUCED, REPACKAGED, FURTHER TRANSMITTED, TRANSFERRED, DISSEMINATED, REDISTRIBUTED OR RESOLD, OR STORED FOR SUBSEQUENT USE FOR ANY SUCH PURPOSE, IN WHOLE OR IN PART, IN ANY FORM OR MANNER OR BY ANY MEANS WHATSOEVER, BY ANY PERSON WITHOUT MOODY'S PRIOR WRITTEN CONSENT.
Starting with the update on June 21, 2019, the Treasury bond data used in calculating interest rate spreads is obtained directly from the U.S. Treasury Department (https://www.treasury.gov/resource-center/data-chart-center/interest-rates/Pages/TextView.aspx?data=yield)."
"139","CPIEMEDCARE","2023-12-17","2023-12-17","Research Consumer Price Index: Medical Care","1982-12-01","2023-11-01","Monthly","M","Index 1982=100","Index 1982=100","Seasonally Adjusted","SA","2023-12-12 15:31:03-06",7,7,"The BLS calculates a research price index called the Consumer Price Index for Americans 62 years of age and older, or R-CPI-E. The R-CPI-E is used by those interested in measures of price change specifically based on the spending patterns of the elderly (as defined in the construction of this index). Official uses of the R-CPI-E have been considered by other government agencies but not implemented due to several limitations. These limitations must be considered and understood by potential users of the data, and any conclusions drawn from these analyses should be treated as tentative.

See the Bureau of Labor Statistics (BLS) (https://www.bls.gov/cpi/research-series/r-cpi-e-home.htm) from more information."
"140","M13026USM156NNBR","2023-12-17","2023-12-17","Yield on High Grade Industrial Bonds, Aaa Rating for United States","1900-01-01","1972-08-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2012-08-20 08:17:04-05",7,7,"From January 1900-December 1928, These Indexes Are Based Upon The Mean Of The Monthly High-Low Price Of Forty-Five High Grade Corporate Bonds. From January 1929-March 1937 The Indexes Have Been Based Upon A Varying Group Of Aaa Bonds, One Price Monthly (First Of Month) Being Used. Beginning April 1937 To Date The Average Is Of The Four Or Five Weekly Aaa Indexes. The Lack Of Data For August-November 1914 Is Due To The Stock Exchange Being Closed. Source: Standard And Poor'S, Data For 1900-1942: Security Price Index Record. Data For 1943-1972: Current Statistics Combined With Basic Statistics; Also Trade And Securities.

This NBER data series m13026 appears on the NBER website in Chapter 13 at http://www.nber.org/databases/macrohistory/contents/chapter13.html.

NBER Indicator: m13026"
"141","LTIIT","2023-12-17","2023-12-17","Treasury Long-Term Average (Over 10 Years), Inflation-Indexed","2000-01-01","2023-11-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2023-12-01 15:25:32-06",7,52,"Averages of business days. Based on the unweighted average bid yields for all TIPS with remaining terms to maturity of more than 10 years."
"142","TB6MA","2023-12-17","2023-12-17","6-Month Treasury Bill Rate: Auction Average (DISCONTINUED)","1960-01-01","2000-06-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2006-06-07 15:43:02-05",7,7,"Averages of business days, discount basis."
"143","M13044USM156NNBR","2023-12-17","2023-12-17","Yields on Corporate Bonds, New Issues, Aa Rating for United States","1951-01-01","1967-04-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2012-08-20 08:18:25-05",7,7,"Data Are For Newly Issued Yields Which Are Averages Of Offering Yields On New Issues (Other Than Convertibles, Issues With Warrants And Equipment Trusts) Weighted By Amounts Offered. No Offerings Were Given For The Missing Months. Source: Moody'S Bond Survey, February 9, 1959 And First Issue Of Each Month Thereafter.

This NBER data series m13044 appears on the NBER website in Chapter 13 at http://www.nber.org/databases/macrohistory/contents/chapter13.html.

NBER Indicator: m13044"
"144","NDR6MCD","2023-12-17","2023-12-17","National Deposit Rates: 6-Month CD","2021-04-01","2023-11-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2023-11-20 13:01:09-06",7,7,"On December 15, 2020, the FDIC Board of Directors approved a Final Rule (https://www.fdic.gov/news/board/2020/2020-12-15-notice-dis-a-fr.pdf) making certain revisions to the interest rate restrictions applicable to less than well capitalized institutions (as defined in Section 38 of the Federal Deposit Insurance Act), which are effective on April 1, 2021. The interest rate restrictions generally limit a less than well capitalized institution from soliciting deposits by offering rates that significantly exceed rates in its prevailing market.

The Final Rule redefined the ""national rate"" as the average of rates paid by all insured depository institutions and credit unions for which data is available, with rates weighted by each institution's share of domestic deposits. The ""national rate cap"" is calculated as the higher of: (1) the national rate plus 75 basis points; or (2) 120 percent of the current yield on similar maturity U.S. Treasury obligations plus 75 basis points. The national rate cap for non-maturity deposits is the higher of the national rate plus 75 basis points or the federal funds rate plus 75 basis points.

A less than well capitalized institution may use the ""local rate cap"" in place of the national rate cap for deposits gathered from within the institution's local market area. The Final Rule redefined the ""local rate cap"" for a particular deposit product as 90 percent of the highest rate offered on the deposit product by an institution or credit union accepting deposits at a physical location within the institution's local market area.

In accordance with Section 337.7(d), an insured depository institution that seeks to pay a rate of interest up to its local market rate cap shall provide notice and evidence of the highest rate paid on a particular deposit product in the institution's local market areas to the appropriate FDIC regional director. The institution shall update its evidence and calculations for existing and new accounts monthly unless otherwise instructed by the appropriate FDIC regional director, and retain such information available for at least the two most recent examination cycles and, upon the FDIC's request, provide the documentation to the appropriate FDIC regional office and to examination staff during any subsequent examinations."
"145","M11016USM052NNBR","2023-12-17","2023-12-17","American Railroad Bond Prices, High Grade for United States","1857-01-01","1937-01-01","Monthly","M","Dollars","$","Not Seasonally Adjusted","NSA","2012-08-15 15:01:53-05",7,7,"These Entries Are Obtained By Inverting The Series On Bond Yields By Dividing The Yield, Expressed In Decimals, Into 4.00. See F.R. Macauley, ""Some Theoretical Problems Suggested By The Movements Of Interest Rates, Bond Yields, And Stock Prices In The United States Since 1856."" (NBER, 1938). Source: 1857-1925 Data Are Computed By NBER From F.R. Macaulay'S Data On Bond Yields As Published In The NBER News-Bulletin, No.41, January 5, 1931. Thereafter, Data Are From NBER Files.

This NBER data series m11016 appears on the NBER website in Chapter 11 at http://www.nber.org/databases/macrohistory/contents/chapter11.html.

NBER Indicator: m11016"
"146","M1333AUSM156NNBR","2023-12-17","2023-12-17","Yield on Long-Term United States Bonds for United States","1919-01-01","1944-02-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2012-08-20 08:17:48-05",7,8,"Series Is Presented Here As Two Variables--(1)--Original Data, 1919-1944 (2)--Original Data, 1941-1967. Data Were Computed By The Average Of Daily Figures. Data Include Yields In The Partially Tax Exempt Catagory; Data For 1919-1925 Are Callable After Eight Years; Data For 1926-1944, After Twelve Years. Data For 1919-October 15, 1925 Also Include Certain Liberty Loan Issues. Source: Federal Reserve Bulletin, December 1938, P. 1045 And Following Monthly Issues Through March 1944 (Checked With U.S. Department Of Commerce, Survey Of Current Business, March 1939, P. 18, And Following Issues).

This NBER data series m13033a appears on the NBER website in Chapter 13 at http://www.nber.org/databases/macrohistory/contents/chapter13.html.

NBER Indicator: m13033a"
